ID	GENE_COORD	GENE_NAME	BIOMART	OG
Medtr1g012010	Mtrunc_chr1:2309421-2310654	Medtr1g012010	MTR_1g012010	OG0015818
Medtr1g012015	Mtrunc_chr1:2311143-2311454	Medtr1g012015	MTR_1g012015	OG0015818
Medtr1g012020	Mtrunc_chr1:2312974-2319368	Medtr1g012020	MTR_1g012020	OG0014024
Medtr1g012030	Mtrunc_chr1:2322239-2325896	Medtr1g012030	MTR_1g012030	OG0003206
Medtr1g012040	Mtrunc_chr1:2327807-2330238	Medtr1g012040	MTR_1g012040	OG0000168
Medtr1g012050	Mtrunc_chr1:2332529-2333518	Medtr1g012050	MTR_1g012050	OG0000360
Medtr1g012160	Mtrunc_chr1:2373104-2374136	Medtr1g012160	MTR_1g012160	OG0020282
Medtr1g012170	Mtrunc_chr1:2374538-2375377	Medtr1g012170	MTR_1g012170	OG0027885
Medtr1g012180	Mtrunc_chr1:2375794-2376227	Medtr1g012180	MTR_1g012180	OG0027886
Medtr1g012190	Mtrunc_chr1:2379844-2380277	Medtr1g012190	MTR_1g012190	OG0027886
Medtr1g012200	Mtrunc_chr1:2380743-2380997	Medtr1g012200	MTR_1g012200	OG0027885
Medtr1g012210	Mtrunc_chr1:2382131-2382883	Medtr1g012210	MTR_1g012210	OG0020282
Medtr1g012260	Mtrunc_chr1:2392835-2393767	Medtr1g012260	MTR_1g012260	OG0008008
Medtr1g012280	Mtrunc_chr1:2401628-2402683	Medtr1g012280	MTR_1g012280	OG0008008
Medtr1g012290	Mtrunc_chr1:2403119-2403799	Medtr1g012290	MTR_1g012290	OG0027887
Medtr1g012330	Mtrunc_chr1:2416779-2418533	Medtr1g012330	MTR_1g012330	OG0002139
Medtr1g012335	Mtrunc_chr1:2419343-2421249	Medtr1g012335	MTR_1g012335	OG0003718
Medtr1g012360	Mtrunc_chr1:2425865-2432046	Medtr1g012360	MTR_1g012360	OG0027888
Medtr1g012370	Mtrunc_chr1:2434182-2443925	Medtr1g012370	MTR_1g012370	OG0011778
Medtr1g012380	Mtrunc_chr1:2444546-2447496	Medtr1g012380	MTR_1g012380	OG0017680
Medtr1g012390	Mtrunc_chr1:2447667-2451099	Medtr1g012390	MTR_1g012390	OG0022916
Medtr1g012410	Mtrunc_chr1:2453351-2453548	Medtr1g012410	MTR_1g012410	OG0000168
Medtr1g012420	Mtrunc_chr1:2455302-2463886	Medtr1g012420	MTR_1g012420	OG0003143
Medtr1g012430	Mtrunc_chr1:2466106-2467356	Medtr1g012430	MTR_1g012430	OG0014027
Medtr1g012440	Mtrunc_chr1:2468189-2472129	Medtr1g012440	MTR_1g012440	OG0017877
Medtr1g012470	Mtrunc_chr1:2480152-2480838	Medtr1g012470	MTR_1g012470	OG0001170
Medtr1g012480	Mtrunc_chr1:2486581-2488908	Medtr1g012480	MTR_1g012480	OG0000897
Medtr1g012510	Mtrunc_chr1:2499936-2501067	Medtr1g012510	MTR_1g012510	OG0006423
Medtr1g012520	Mtrunc_chr1:2502649-2506197	Medtr1g012520	MTR_1g012520	OG0001182
Medtr1g012530	Mtrunc_chr1:2514968-2520568	Medtr1g012530	MTR_1g012530	OG0003735
Medtr1g012540	Mtrunc_chr1:2520782-2526307	Medtr1g012540	MTR_1g012540	OG0006931
Medtr1g012550	Mtrunc_chr1:2527615-2531238	Medtr1g012550	MTR_1g012550	OG0001949
Medtr1g012570	Mtrunc_chr1:2540403-2541116	Medtr1g012570	MTR_1g012570	OG0000146
Medtr1g012590	Mtrunc_chr1:2543649-2548731	Medtr1g012590	MTR_1g012590	OG0003840
Medtr1g012600	Mtrunc_chr1:2549497-2554775	Medtr1g012600	MTR_1g012600	OG0005332
Medtr1g012610	Mtrunc_chr1:2557243-2561512	Medtr1g012610	MTR_1g012610	OG0006769
Medtr1g012620	Mtrunc_chr1:2563081-2566298	Medtr1g012620	MTR_1g012620	OG0009590
Medtr1g012630	Mtrunc_chr1:2578208-2578840	Medtr1g012630	MTR_1g012630	OG0000064
Medtr1g012650	Mtrunc_chr1:2583235-2583786	Medtr1g012650	MTR_1g012650	OG0000069
Medtr1g012690	Mtrunc_chr1:2591957-2592421	Medtr1g012690	MTR_1g012690	OG0000064
Medtr1g012700	Mtrunc_chr1:2599711-2600229	Medtr1g012700	MTR_1g012700	OG0000064
Medtr1g012710	Mtrunc_chr1:2607695-2608833	Medtr1g012710	MTR_1g012710	OG0000064
Medtr1g012740	Mtrunc_chr1:2621388-2624168	Medtr1g012740	MTR_1g012740	NA
Medtr1g012760	Mtrunc_chr1:2628216-2632552	Medtr1g012760	MTR_1g012760	OG0022636
Medtr1g012790	Mtrunc_chr1:2638726-2643687	Medtr1g012790	MTR_1g012790	OG0008470
Medtr1g012800	Mtrunc_chr1:2645517-2652054	Medtr1g012800	MTR_1g012800	OG0007509
Medtr1g012820	Mtrunc_chr1:2656746-2664018	Medtr1g012820	MTR_1g012820	OG0005370
Medtr1g012830	Mtrunc_chr1:2667014-2671074	Medtr1g012830	MTR_1g012830	OG0010482
Medtr1g012840	Mtrunc_chr1:2672037-2677409	Medtr1g012840	MTR_1g012840	OG0002536
Medtr1g012850	Mtrunc_chr1:2678294-2683696	Medtr1g012850	MTR_1g012850	OG0006143
Medtr1g012870	Mtrunc_chr1:2693838-2700611	Medtr1g012870	MTR_1g012870	OG0014476
Medtr1g012890	Mtrunc_chr1:2706411-2711112	Medtr1g012890	MTR_1g012890	OG0014476
Medtr1g012910	Mtrunc_chr1:2715810-2724787	Medtr1g012910	MTR_1g012910	OG0014476
Medtr1g012920	Mtrunc_chr1:2725208-2729896	Medtr1g012920	MTR_1g012920	OG0005917
Medtr1g012930	Mtrunc_chr1:2731639-2731968	Medtr1g012930	MTR_1g012930	OG0000052
Medtr1g012950	Mtrunc_chr1:2737894-2738674	Medtr1g012950	MTR_1g012950	OG0003387
Medtr1g012960	Mtrunc_chr1:2743275-2747519	Medtr1g012960	MTR_1g012960	OG0001881
Medtr1g012980	Mtrunc_chr1:2767536-2775362	Medtr1g012980	MTR_1g012980	OG0007143
Medtr1g012990	Mtrunc_chr1:2777429-2782161	Medtr1g012990	MTR_1g012990	OG0005629
Medtr1g013000	Mtrunc_chr1:2785071-2786873	Medtr1g013000	MTR_1g013000	OG0008835
Medtr1g013010	Mtrunc_chr1:2789761-2790509	Medtr1g013010	MTR_1g013010	OG0027887
Medtr1g013030	Mtrunc_chr1:2798487-2801061	Medtr1g013030	MTR_1g013030	OG0008008
Medtr1g013040	Mtrunc_chr1:2805858-2810409	Medtr1g013040	MTR_1g013040	OG0001194
Medtr1g013050	Mtrunc_chr1:2810795-2814996	Medtr1g013050	MTR_1g013050	OG0008471
Medtr1g013060	Mtrunc_chr1:2821436-2822814	Medtr1g013060	MTR_1g013060	OG0004759
Medtr1g013070	Mtrunc_chr1:2830816-2831740	Medtr1g013070	MTR_1g013070	OG0002537
Medtr1g013090	Mtrunc_chr1:2839234-2840182	Medtr1g013090	MTR_1g013090	OG0020282
Medtr1g013100	Mtrunc_chr1:2847473-2848519	Medtr1g013100	MTR_1g013100	OG0005857
Medtr1g013110	Mtrunc_chr1:2851524-2854466	Medtr1g013110	MTR_1g013110	OG0003423
Medtr1g013120	Mtrunc_chr1:2858294-2861439	Medtr1g013120	MTR_1g013120	OG0002419
Medtr1g013130	Mtrunc_chr1:2866484-2867657	Medtr1g013130	MTR_1g013130	OG0001488
Medtr1g013150	Mtrunc_chr1:2878531-2880391	Medtr1g013150	MTR_1g013150	OG0000220
Medtr1g013160	Mtrunc_chr1:2888569-2889253	Medtr1g013160	MTR_1g013160	OG0000646
Medtr1g013170	Mtrunc_chr1:2892386-2894964	Medtr1g013170	MTR_1g013170	OG0000646
Medtr1g013180	Mtrunc_chr1:2902323-2906821	Medtr1g013180	MTR_1g013180	OG0000646
Medtr1g013190	Mtrunc_chr1:2909567-2920951	Medtr1g013190	MTR_1g013190	OG0004450
Medtr1g014380	Mtrunc_chr1:2926021-2926654	Medtr1g014380	MTR_1g014380	OG0016686
Medtr1g014390	Mtrunc_chr1:2927816-2929594	Medtr1g014390	MTR_1g014390	OG0015818
Medtr1g014445	Mtrunc_chr1:2943735-2944226	Medtr1g014445	MTR_1g014445	OG0002630
Medtr1g014420	Mtrunc_chr1:2983258-2986358	Medtr1g014420	MTR_1g014420	OG0004609
Medtr1g014340	Mtrunc_chr1:3000992-3003085	Medtr1g014340	MTR_1g014340	OG0014336
Medtr1g014320	Mtrunc_chr1:3005984-3010195	Medtr1g014320	MTR_1g014320	OG0005160
Medtr1g014310	Mtrunc_chr1:3012996-3013196	Medtr1g014310	MTR_1g014310	OG0002878
Medtr1g014300	Mtrunc_chr1:3015402-3017934	Medtr1g014300	MTR_1g014300	OG0000418
Medtr1g014280	Mtrunc_chr1:3020470-3027002	Medtr1g014280	MTR_1g014280	OG0000418
Medtr1g014270	Mtrunc_chr1:3029508-3039200	Medtr1g014270	MTR_1g014270	OG0000418
Medtr1g014260	Mtrunc_chr1:3041217-3044340	Medtr1g014260	MTR_1g014260	OG0005855
Medtr1g014250	Mtrunc_chr1:3049359-3053635	Medtr1g014250	MTR_1g014250	OG0002344
Medtr1g014240	Mtrunc_chr1:3054077-3056113	Medtr1g014240	MTR_1g014240	OG0026886
Medtr1g014230	Mtrunc_chr1:3058202-3061270	Medtr1g014230	MTR_1g014230	OG0009055
Medtr1g014220	Mtrunc_chr1:3062193-3065434	Medtr1g014220	MTR_1g014220	OG0013622
Medtr1g014210	Mtrunc_chr1:3066377-3070739	Medtr1g014210	MTR_1g014210	OG0000259
Medtr1g014190	Mtrunc_chr1:3077750-3082294	Medtr1g014190	MTR_1g014190	OG0001950
Medtr1g014180	Mtrunc_chr1:3082720-3083692	Medtr1g014180	MTR_1g014180	OG0022917
Medtr1g014160	Mtrunc_chr1:3091946-3095952	Medtr1g014160	MTR_1g014160	OG0022917
Medtr1g014150	Mtrunc_chr1:3098026-3099896	Medtr1g014150	MTR_1g014150	OG0022917
Medtr1g014140	Mtrunc_chr1:3102208-3107666	Medtr1g014140	MTR_1g014140	OG0005058
Medtr1g014130	Mtrunc_chr1:3109176-3113524	Medtr1g014130	MTR_1g014130	NA
Medtr1g014120	Mtrunc_chr1:3114127-3115335	Medtr1g014120	MTR_1g014120	OG0000854
Medtr1g014110	Mtrunc_chr1:3119471-3120004	Medtr1g014110	MTR_1g014110	OG0013122
Medtr1g014510	Mtrunc_chr1:3122892-3126121	Medtr1g014510	MTR_1g014510	OG0001339
Medtr1g014080	Mtrunc_chr1:3127477-3132558	Medtr1g014080	MTR_1g014080	OG0000607
Medtr1g014070	Mtrunc_chr1:3144219-3149289	Medtr1g014070	MTR_1g014070	OG0006770
Medtr1g014060	Mtrunc_chr1:3151005-3152705	Medtr1g014060	MTR_1g014060	OG0000142
Medtr1g014040	Mtrunc_chr1:3159696-3169229	Medtr1g014040	MTR_1g014040	OG0003293
Medtr1g014030	Mtrunc_chr1:3169851-3170021	Medtr1g014030	MTR_1g014030	OG0000228
Medtr1g014530	Mtrunc_chr1:3183175-3183603	Medtr1g014530	MTR_1g014530	OG0005253
Medtr1g013980	Mtrunc_chr1:3185556-3186171	Medtr1g013980	MTR_1g013980	OG0020283
Medtr1g014550	Mtrunc_chr1:3192072-3192356	Medtr1g014550	MTR_1g014550	OG0001998
Medtr1g013950	Mtrunc_chr1:3192758-3193176	Medtr1g013950	MTR_1g013950	OG0005253
Medtr1g013940	Mtrunc_chr1:3194373-3194988	Medtr1g013940	MTR_1g013940	OG0020283
Medtr1g014570	Mtrunc_chr1:3201576-3201994	Medtr1g014570	MTR_1g014570	OG0005253
Medtr1g013900	Mtrunc_chr1:3203191-3203806	Medtr1g013900	MTR_1g013900	OG0020283
Medtr1g014590	Mtrunc_chr1:3210413-3210831	Medtr1g014590	MTR_1g014590	OG0005253
Medtr1g013860	Mtrunc_chr1:3212028-3212643	Medtr1g013860	MTR_1g013860	OG0020283
Medtr1g013840	Mtrunc_chr1:3217065-3220004	Medtr1g013840	MTR_1g013840	OG0000468
Medtr1g013820	Mtrunc_chr1:3222063-3225818	Medtr1g013820	MTR_1g013820	OG0010285
Medtr1g013790	Mtrunc_chr1:3244912-3246508	Medtr1g013790	MTR_1g013790	OG0015714
Medtr1g013760	Mtrunc_chr1:3258029-3259870	Medtr1g013760	MTR_1g013760	OG0000763
Medtr1g013740	Mtrunc_chr1:3272148-3276100	Medtr1g013740	MTR_1g013740	OG0022916
Medtr1g013730	Mtrunc_chr1:3277876-3280656	Medtr1g013730	MTR_1g013730	OG0022916
Medtr1g013700	Mtrunc_chr1:3292908-3294869	Medtr1g013700	MTR_1g013700	OG0002313
Medtr1g013680	Mtrunc_chr1:3299843-3302326	Medtr1g013680	MTR_1g013680	OG0000376
Medtr1g013660	Mtrunc_chr1:3316491-3321123	Medtr1g013660	MTR_1g013660	OG0009054
Medtr1g013650	Mtrunc_chr1:3322974-3329019	Medtr1g013650	MTR_1g013650	OG0006771
Medtr1g013640	Mtrunc_chr1:3331910-3335901	Medtr1g013640	MTR_1g013640	OG0009658
Medtr1g013630	Mtrunc_chr1:3339673-3341296	Medtr1g013630	MTR_1g013630	OG0000468
Medtr1g013620	Mtrunc_chr1:3341399-3342924	Medtr1g013620	MTR_1g013620	OG0000468
Medtr1g013610	Mtrunc_chr1:3349118-3350721	Medtr1g013610	MTR_1g013610	OG0000468
Medtr1g013600	Mtrunc_chr1:3353377-3353562	Medtr1g013600	MTR_1g013600	OG0000468
Medtr1g013580	Mtrunc_chr1:3361025-3364350	Medtr1g013580	MTR_1g013580	OG0000468
Medtr1g013560	Mtrunc_chr1:3371041-3374758	Medtr1g013560	MTR_1g013560	OG0000468
Medtr1g013280	Mtrunc_chr1:3378620-3380447	Medtr1g013280	MTR_1g013280	OG0000468
Medtr1g013350	Mtrunc_chr1:3381303-3383894	Medtr1g013350	MTR_1g013350	OG0014725
Medtr1g013320	Mtrunc_chr1:3400420-3400768	Medtr1g013320	MTR_1g013320	OG0027889
Medtr1g014640	Mtrunc_chr1:3407349-3413810	Medtr1g014640	MTR_1g014640	OG0002888
Medtr1g013450	Mtrunc_chr1:3419850-3420903	Medtr1g013450	MTR_1g013450	OG0001326
Medtr1g013440	Mtrunc_chr1:3421584-3423926	Medtr1g013440	MTR_1g013440	OG0008870
Medtr1g013430	Mtrunc_chr1:3425527-3426014	Medtr1g013430	MTR_1g013430	OG0000815
Medtr1g013410	Mtrunc_chr1:3429068-3429558	Medtr1g013410	MTR_1g013410	OG0000815
Medtr1g013400	Mtrunc_chr1:3433635-3439406	Medtr1g013400	MTR_1g013400	OG0002888
Medtr1g013360	Mtrunc_chr1:3452043-3457586	Medtr1g013360	MTR_1g013360	OG0003964
Medtr1g014670	Mtrunc_chr1:3478794-3481967	Medtr1g014670	MTR_1g014670	NA
Medtr1g014680	Mtrunc_chr1:3486908-3492992	Medtr1g014680	MTR_1g014680	OG0005589
Medtr1g014690	Mtrunc_chr1:3494604-3500106	Medtr1g014690	MTR_1g014690	OG0010366
Medtr1g014700	Mtrunc_chr1:3502215-3504443	Medtr1g014700	MTR_1g014700	OG0013120
Medtr1g014710	Mtrunc_chr1:3505741-3509683	Medtr1g014710	MTR_1g014710	OG0012121
Medtr1g014720	Mtrunc_chr1:3511878-3516674	Medtr1g014720	MTR_1g014720	OG0002505
Medtr1g014730	Mtrunc_chr1:3519914-3524426	Medtr1g014730	MTR_1g014730	OG0011271
Medtr1g014750	Mtrunc_chr1:3529729-3530784	Medtr1g014750	MTR_1g014750	OG0007517
Medtr1g014780	Mtrunc_chr1:3551204-3551899	Medtr1g014780	MTR_1g014780	OG0000723
Medtr1g014790	Mtrunc_chr1:3555737-3558589	Medtr1g014790	MTR_1g014790	OG0001339
Medtr1g014800	Mtrunc_chr1:3562399-3563058	Medtr1g014800	MTR_1g014800	OG0000723
Medtr1g014820	Mtrunc_chr1:3573655-3574452	Medtr1g014820	MTR_1g014820	OG0000723
Medtr1g014860	Mtrunc_chr1:3588962-3589621	Medtr1g014860	MTR_1g014860	OG0000723
Medtr1g014880	Mtrunc_chr1:3594701-3600918	Medtr1g014880	MTR_1g014880	OG0007839
Medtr1g014930	Mtrunc_chr1:3624922-3626782	Medtr1g014930	MTR_1g014930	OG0001368
Medtr1g014988	Mtrunc_chr1:3654028-3654445	Medtr1g014988	MTR_1g014988	OG0000032
Medtr1g015000	Mtrunc_chr1:3664002-3664639	Medtr1g015000	MTR_1g015000	OG0004617
Medtr1g015010	Mtrunc_chr1:3665624-3672178	Medtr1g015010	MTR_1g015010	OG0011268
Medtr1g015020	Mtrunc_chr1:3673328-3676465	Medtr1g015020	MTR_1g015020	OG0000917
Medtr1g015040	Mtrunc_chr1:3681008-3682071	Medtr1g015040	MTR_1g015040	OG0027890
Medtr1g015050	Mtrunc_chr1:3683350-3687147	Medtr1g015050	MTR_1g015050	NA
Medtr1g015073	Mtrunc_chr1:3700291-3700941	Medtr1g015073	MTR_1g015073	OG0001478
Medtr1g015110	Mtrunc_chr1:3710663-3716339	Medtr1g015110	MTR_1g015110	OG0001130
Medtr1g015120	Mtrunc_chr1:3723601-3727194	Medtr1g015120	MTR_1g015120	OG0003036
Medtr1g015140	Mtrunc_chr1:3734089-3734958	Medtr1g015140	MTR_1g015140	OG0002293
Medtr1g015150	Mtrunc_chr1:3735983-3738997	Medtr1g015150	MTR_1g015150	OG0019889
Medtr1g015165	Mtrunc_chr1:3744476-3745342	Medtr1g015165	MTR_1g015165	OG0003663
Medtr1g015185	Mtrunc_chr1:3746618-3751255	Medtr1g015185	MTR_1g015185	OG0000380
Medtr1g015275	Mtrunc_chr1:3757928-3759340	Medtr1g015275	MTR_1g015275	OG0000687
Medtr1g015290	Mtrunc_chr1:3764474-3765010	Medtr1g015290	MTR_1g015290	OG0005026
Medtr1g015300	Mtrunc_chr1:3765574-3769235	Medtr1g015300	MTR_1g015300	OG0003555
Medtr1g015230	Mtrunc_chr1:3788448-3789577	Medtr1g015230	MTR_1g015230	OG0027891
Medtr1g015310	Mtrunc_chr1:3794957-3795187	Medtr1g015310	MTR_1g015310	OG0017878
Medtr1g015350	Mtrunc_chr1:3808057-3809429	Medtr1g015350	MTR_1g015350	OG0014617
Medtr1g015390	Mtrunc_chr1:3810303-3820269	Medtr1g015390	MTR_1g015390	OG0011905
Medtr1g015410	Mtrunc_chr1:3840622-3846134	Medtr1g015410	MTR_1g015410	OG0013124
Medtr1g015450	Mtrunc_chr1:3862292-3870164	Medtr1g015450	MTR_1g015450	OG0006140
Medtr1g015470	Mtrunc_chr1:3873737-3874387	Medtr1g015470	MTR_1g015470	OG0013410
Medtr1g015480	Mtrunc_chr1:3877991-3883579	Medtr1g015480	MTR_1g015480	OG0006140
Medtr1g015490	Mtrunc_chr1:3884524-3884894	Medtr1g015490	MTR_1g015490	OG0013410
Medtr1g015500	Mtrunc_chr1:3886816-3889784	Medtr1g015500	MTR_1g015500	OG0008357
Medtr1g015510	Mtrunc_chr1:3903436-3903893	Medtr1g015510	MTR_1g015510	OG0000032
Medtr1g015530	Mtrunc_chr1:3911308-3919054	Medtr1g015530	MTR_1g015530	OG0002039
Medtr1g015620	Mtrunc_chr1:3948600-3971342	Medtr1g015620	MTR_1g015620	OG0009581
Medtr1g015650	Mtrunc_chr1:3975307-3979166	Medtr1g015650	MTR_1g015650	OG0002601
Medtr1g015673	Mtrunc_chr1:3986316-3987131	Medtr1g015673	MTR_1g015673	OG0000198
Medtr1g015677	Mtrunc_chr1:3987876-3988952	Medtr1g015677	MTR_1g015677	OG0000531
Medtr1g015680	Mtrunc_chr1:3991372-3992919	Medtr1g015680	MTR_1g015680	OG0000072
Medtr1g015700	Mtrunc_chr1:3997246-4003182	Medtr1g015700	MTR_1g015700	OG0007306
Medtr1g015720	Mtrunc_chr1:4010083-4011834	Medtr1g015720	MTR_1g015720	OG0027892
Medtr1g015730	Mtrunc_chr1:4014695-4015885	Medtr1g015730	MTR_1g015730	OG0001872
Medtr1g015740	Mtrunc_chr1:4016529-4017700	Medtr1g015740	MTR_1g015740	OG0001872
Medtr1g015750	Mtrunc_chr1:4018548-4026561	Medtr1g015750	MTR_1g015750	OG0008223
Medtr1g015770	Mtrunc_chr1:4031843-4039454	Medtr1g015770	MTR_1g015770	OG0009519
Medtr1g015810	Mtrunc_chr1:4063382-4064186	Medtr1g015810	MTR_1g015810	OG0001237
Medtr1g015820	Mtrunc_chr1:4067354-4073384	Medtr1g015820	MTR_1g015820	OG0008016
Medtr1g015830	Mtrunc_chr1:4074793-4079142	Medtr1g015830	MTR_1g015830	OG0007147
Medtr1g015840	Mtrunc_chr1:4082933-4083631	Medtr1g015840	MTR_1g015840	OG0014871
Medtr1g015860	Mtrunc_chr1:4089186-4092561	Medtr1g015860	MTR_1g015860	OG0006114
Medtr1g015880	Mtrunc_chr1:4098157-4098991	Medtr1g015880	MTR_1g015880	OG0000228
Medtr1g015890	Mtrunc_chr1:4108971-4109792	Medtr1g015890	MTR_1g015890	OG0003662
Medtr1g015900	Mtrunc_chr1:4112525-4113005	Medtr1g015900	MTR_1g015900	OG0000228
Medtr1g015910	Mtrunc_chr1:4116016-4120237	Medtr1g015910	MTR_1g015910	OG0000636
Medtr1g015930	Mtrunc_chr1:4122613-4124578	Medtr1g015930	MTR_1g015930	OG0012386
Medtr1g015940	Mtrunc_chr1:4127132-4130009	Medtr1g015940	MTR_1g015940	OG0000636
Medtr1g015960	Mtrunc_chr1:4133671-4134004	Medtr1g015960	MTR_1g015960	NA
Medtr1g015970	Mtrunc_chr1:4135963-4139183	Medtr1g015970	MTR_1g015970	OG0000636
Medtr1g015980	Mtrunc_chr1:4141021-4143821	Medtr1g015980	MTR_1g015980	OG0000636
Medtr1g016000	Mtrunc_chr1:4157191-4157355	Medtr1g016000	MTR_1g016000	OG0015499
Medtr1g016010	Mtrunc_chr1:4158857-4161721	Medtr1g016010	MTR_1g016010	OG0000051
Medtr1g016050	Mtrunc_chr1:4180320-4184942	Medtr1g016050	MTR_1g016050	OG0000484
Medtr1g016060	Mtrunc_chr1:4186114-4190494	Medtr1g016060	MTR_1g016060	OG0002605
Medtr1g016070	Mtrunc_chr1:4195061-4196827	Medtr1g016070	MTR_1g016070	OG0002605
Medtr1g016080	Mtrunc_chr1:4199649-4203676	Medtr1g016080	MTR_1g016080	OG0013625
Medtr1g016100	Mtrunc_chr1:4210484-4211956	Medtr1g016100	MTR_1g016100	OG0002631
Medtr1g016110	Mtrunc_chr1:4214827-4219541	Medtr1g016110	MTR_1g016110	OG0005687
Medtr1g016120	Mtrunc_chr1:4222777-4228819	Medtr1g016120	MTR_1g016120	OG0003424
Medtr1g016150	Mtrunc_chr1:4235391-4236331	Medtr1g016150	MTR_1g016150	OG0006409
Medtr1g016170	Mtrunc_chr1:4238422-4240718	Medtr1g016170	MTR_1g016170	OG0020285
Medtr1g016200	Mtrunc_chr1:4252785-4253229	Medtr1g016200	MTR_1g016200	NA
Medtr1g016210	Mtrunc_chr1:4255053-4259559	Medtr1g016210	MTR_1g016210	OG0000094
Medtr1g016213	Mtrunc_chr1:4260053-4260886	Medtr1g016213	MTR_1g016213	OG0003118
Medtr1g016217	Mtrunc_chr1:4261883-4262650	Medtr1g016217	MTR_1g016217	OG0000094
Medtr1g016220	Mtrunc_chr1:4263675-4264609	Medtr1g016220	MTR_1g016220	OG0003118
Medtr1g016230	Mtrunc_chr1:4270888-4277979	Medtr1g016230	MTR_1g016230	OG0005053
Medtr1g016250	Mtrunc_chr1:4285332-4285638	Medtr1g016250	MTR_1g016250	NA
Medtr1g016255	Mtrunc_chr1:4296100-4296333	Medtr1g016255	MTR_1g016255	OG0015837
Medtr1g016270	Mtrunc_chr1:4297451-4298281	Medtr1g016270	MTR_1g016270	OG0006176
Medtr1g016280	Mtrunc_chr1:4298714-4299183	Medtr1g016280	MTR_1g016280	OG0027751
Medtr1g016290	Mtrunc_chr1:4303228-4308457	Medtr1g016290	MTR_1g016290	OG0012793
Medtr1g016300	Mtrunc_chr1:4311042-4320959	Medtr1g016300	MTR_1g016300	OG0005862
Medtr1g016310	Mtrunc_chr1:4321580-4323447	Medtr1g016310	MTR_1g016310	OG0000468
Medtr1g016330	Mtrunc_chr1:4325713-4326600	Medtr1g016330	MTR_1g016330	OG0017879
Medtr1g016340	Mtrunc_chr1:4333106-4335726	Medtr1g016340	MTR_1g016340	OG0000468
Medtr1g016360	Mtrunc_chr1:4337804-4341109	Medtr1g016360	MTR_1g016360	OG0013624
Medtr1g016370	Mtrunc_chr1:4343130-4344181	Medtr1g016370	MTR_1g016370	OG0003646
Medtr1g016390	Mtrunc_chr1:4347792-4351565	Medtr1g016390	MTR_1g016390	OG0009932
Medtr1g016400	Mtrunc_chr1:4355120-4356277	Medtr1g016400	MTR_1g016400	OG0013572
Medtr1g016410	Mtrunc_chr1:4357284-4359856	Medtr1g016410	MTR_1g016410	OG0011579
Medtr1g016430	Mtrunc_chr1:4363297-4368624	Medtr1g016430	MTR_1g016430	OG0005688
Medtr1g016440	Mtrunc_chr1:4371842-4377658	Medtr1g016440	MTR_1g016440	OG0009167
Medtr1g016450	Mtrunc_chr1:4378894-4387367	Medtr1g016450	MTR_1g016450	OG0003389
Medtr1g016460	Mtrunc_chr1:4391438-4391668	Medtr1g016460	MTR_1g016460	OG0017880
Medtr1g016480	Mtrunc_chr1:4399288-4400145	Medtr1g016480	MTR_1g016480	OG0005709
Medtr1g016490	Mtrunc_chr1:4410107-4412872	Medtr1g016490	MTR_1g016490	OG0007504
Medtr1g016510	Mtrunc_chr1:4416255-4421553	Medtr1g016510	MTR_1g016510	OG0001490
Medtr1g016540	Mtrunc_chr1:4428437-4428994	Medtr1g016540	MTR_1g016540	OG0000561
Medtr1g016570	Mtrunc_chr1:4439666-4440831	Medtr1g016570	MTR_1g016570	OG0000561
Medtr1g016740	Mtrunc_chr1:4442569-4446995	Medtr1g016740	MTR_1g016740	OG0011578
Medtr1g016750	Mtrunc_chr1:4449872-4454101	Medtr1g016750	MTR_1g016750	OG0004846
Medtr1g016760	Mtrunc_chr1:4457792-4464676	Medtr1g016760	MTR_1g016760	OG0005928
Medtr1g016610	Mtrunc_chr1:4470377-4470601	Medtr1g016610	MTR_1g016610	OG0000012
Medtr1g016620	Mtrunc_chr1:4473372-4477359	Medtr1g016620	MTR_1g016620	OG0004002
Medtr1g016630	Mtrunc_chr1:4478041-4482442	Medtr1g016630	MTR_1g016630	OG0011098
Medtr1g016780	Mtrunc_chr1:4491952-4497253	Medtr1g016780	MTR_1g016780	OG0003428
Medtr1g016800	Mtrunc_chr1:4502153-4508539	Medtr1g016800	MTR_1g016800	OG0014821
Medtr1g016820	Mtrunc_chr1:4516301-4517477	Medtr1g016820	MTR_1g016820	OG0000072
Medtr1g016830	Mtrunc_chr1:4517762-4518777	Medtr1g016830	MTR_1g016830	OG0000271
Medtr1g016840	Mtrunc_chr1:4519752-4520015	Medtr1g016840	MTR_1g016840	OG0020286
Medtr1g016850	Mtrunc_chr1:4527427-4528072	Medtr1g016850	MTR_1g016850	NA
Medtr1g016880	Mtrunc_chr1:4538086-4543527	Medtr1g016880	MTR_1g016880	OG0001489
Medtr1g016900	Mtrunc_chr1:4546641-4550572	Medtr1g016900	MTR_1g016900	OG0010798
Medtr1g016910	Mtrunc_chr1:4554263-4556861	Medtr1g016910	MTR_1g016910	OG0016337
Medtr1g016920	Mtrunc_chr1:4556987-4561290	Medtr1g016920	MTR_1g016920	OG0003709
Medtr1g016950	Mtrunc_chr1:4569308-4569511	Medtr1g016950	MTR_1g016950	OG0014015
Medtr1g016960	Mtrunc_chr1:4570228-4571240	Medtr1g016960	MTR_1g016960	OG0001872
Medtr1g016970	Mtrunc_chr1:4575701-4582988	Medtr1g016970	MTR_1g016970	OG0009195
