ID	GENE_COORD	TAIR	GENE_NAME	OG
gene-AT2G02765	Athal_NC_003071.7:775814-777829	AT2G02765	AT2G02765	OG0005990
gene-AT2G02770	Athal_NC_003071.7:778345-779786	AT2G02770	AT2G02770	OG0012948
gene-AT2G02780	Athal_NC_003071.7:781674-784922	AT2G02780	AT2G02780	OG0005414
gene-AT2G02790	Athal_NC_003071.7:787899-791289	AT2G02790	IQD29	OG0014239
gene-AT2G02800	Athal_NC_003071.7:795515-799442	AT2G02800	APK2B	OG0002193
gene-AT2G02795	Athal_NC_003071.7:795852-796672	AT2G02795	AT2G02795	OG0019375
gene-AT2G02810	Athal_NC_003071.7:801527-803521	AT2G02810	UTR1	OG0005415
gene-AT2G02820	Athal_NC_003071.7:803656-807895	AT2G02820	MYB88	OG0004054
gene-AT2G02835	Athal_NC_003071.7:820437-821291	AT2G02835	AT2G02835	OG0017277
gene-AT2G02840	Athal_NC_003071.7:821553-822858	AT2G02840	AT2G02840	OG0017277
gene-AT2G02850	Athal_NC_003071.7:826299-827994	AT2G02850	ARPN	OG0001570
gene-AT2G02860	Athal_NC_003071.7:828279-832619	AT2G02860	SUT2	OG0007749
gene-AT2G02870	Athal_NC_003071.7:837811-840398	AT2G02870	AT2G02870	OG0000864
gene-AT2G02880	Athal_NC_003071.7:841246-843629	AT2G02880	AT2G02880	OG0011161
gene-AT2G02890	Athal_NC_003071.7:843913-846616	AT2G02890	AT2G02890	OG0000023
gene-AT2G02910	Athal_NC_003071.7:847139-849703	AT2G02910	AT2G02910	OG0012459
gene-AT2G02930	Athal_NC_003071.7:851156-852321	AT2G02930	GSTF3	OG0000335
gene-AT2G02950	Athal_NC_003071.7:854077-856725	AT2G02950	PKS1	OG0002213
gene-AT2G02955	Athal_NC_003071.7:859441-862076	AT2G02955	MEE12	OG0002411
gene-AT2G02960	Athal_NC_003071.7:862029-864447	AT2G02960	AT2G02960	OG0001198
gene-AT2G02970	Athal_NC_003071.7:864997-868292	AT2G02970	AT2G02970	OG0002214
gene-AT2G02980	Athal_NC_003071.7:868359-870432	AT2G02980	OTP85	OG0013852
gene-AT2G02990	Athal_NC_003071.7:873506-874886	AT2G02990	RNS1	OG0001803
gene-AT2G03010	Athal_NC_003071.7:879247-881471	AT2G03010	AT2G03010	OG0007823
gene-AT2G03020	Athal_NC_003071.7:882645-884164	AT2G03020	AT2G03020	OG0013354
gene-AT2G03030	Athal_NC_003071.7:889764-890520	AT2G03030	AT2G03030	OG0004795
gene-AT2G03040	Athal_NC_003071.7:892666-893588	AT2G03040	AT2G03040	OG0016881
gene-AT2G03050	Athal_NC_003071.7:899690-900999	AT2G03050	EMB93	OG0008000
gene-AT2G03060	Athal_NC_003071.7:901061-904149	AT2G03060	AGL30	OG0003317
gene-AT2G03070	Athal_NC_003071.7:905513-909272	AT2G03070	MED8	OG0009901
gene-AT2G03090	Athal_NC_003071.7:916806-918671	AT2G03090	EXPA15	OG0000184
gene-AT2G03110	Athal_NC_003071.7:934797-936862	AT2G03110	AT2G03110	OG0021374
gene-AT2G03120	Athal_NC_003071.7:937383-940551	AT2G03120	SPP	OG0005714
gene-AT2G03130	Athal_NC_003071.7:940607-941076	AT2G03130	AT2G03130	OG0007618
gene-AT2G03140	Athal_NC_003071.7:941859-951553	AT2G03140	AT2G03140	OG0011410
gene-AT2G03150	Athal_NC_003071.7:951888-959228	AT2G03150	emb1579	OG0008761
gene-AT2G03160	Athal_NC_003071.7:959645-960247	AT2G03160	SK19	NA
gene-AT2G03170	Athal_NC_003071.7:961308-961771	AT2G03170	SK14	OG0000307
gene-AT2G03190	Athal_NC_003071.7:964214-964901	AT2G03190	SK16	OG0000307
gene-AT2G03200	Athal_NC_003071.7:966390-968048	AT2G03200	AT2G03200	OG0009902
gene-AT2G03210	Athal_NC_003071.7:968269-970232	AT2G03210	FUT2	OG0000872
gene-AT2G03220	Athal_NC_003071.7:970245-972416	AT2G03220	FT1	OG0000872
gene-AT2G03240	Athal_NC_003071.7:972756-977531	AT2G03240	AT2G03240	OG0000232
gene-AT2G03230	Athal_NC_003071.7:972917-973375	AT2G03230	AT2G03230	OG0019137
gene-AT2G03250	Athal_NC_003071.7:981934-986756	AT2G03250	AT2G03250	OG0000232
gene-AT2G03260	Athal_NC_003071.7:987934-992332	AT2G03260	AT2G03260	OG0000232
gene-AT2G03270	Athal_NC_003071.7:993748-996128	AT2G03270	AT2G03270	OG0011574
gene-AT2G03280	Athal_NC_003071.7:996088-998455	AT2G03280	AT2G03280	OG0004336
gene-AT2G03290	Athal_NC_003071.7:999406-1000688	AT2G03290	AT2G03290	OG0016881
gene-AT2G03300	Athal_NC_003071.7:1003468-1004222	AT2G03300	AT2G03300	OG0004795
gene-AT2G03310	Athal_NC_003071.7:1006256-1007186	AT2G03310	AT2G03310	OG0012876
gene-AT2G03320	Athal_NC_003071.7:1007542-1007945	AT2G03320	AT2G03320	OG0024576
gene-AT2G03330	Athal_NC_003071.7:1008460-1014122	AT2G03330	AT2G03330	OG0002887
gene-AT2G03340	Athal_NC_003071.7:1014350-1017222	AT2G03340	WRKY3	OG0002311
gene-AT2G03350	Athal_NC_003071.7:1019535-1021186	AT2G03350	AT2G03350	OG0007137
gene-AT2G03360	Athal_NC_003071.7:1022190-1024497	AT2G03360	AT2G03360	OG0003657
gene-AT2G03370	Athal_NC_003071.7:1024643-1027132	AT2G03370	AT2G03370	OG0003657
gene-AT2G03380	Athal_NC_003071.7:1028228-1030361	AT2G03380	AT2G03380	OG0012875
gene-AT2G03390	Athal_NC_003071.7:1030402-1032718	AT2G03390	AT2G03390	OG0011573
gene-AT2G03420	Athal_NC_003071.7:1033557-1035969	AT2G03420	AT2G03420	OG0011572
gene-AT2G03410	Athal_NC_003071.7:1033598-1036009	AT2G03410	AT2G03410	OG0018225
gene-AT2G03430	Athal_NC_003071.7:1036008-1037675	AT2G03430	AT2G03430	OG0012874
gene-AT2G03440	Athal_NC_003071.7:1039088-1040184	AT2G03440	NRP1	OG0003656
gene-AT2G03450	Athal_NC_003071.7:1041388-1043667	AT2G03450	PAP9	OG0003655
gene-AT2G03460	Athal_NC_003071.7:1043621-1044992	AT2G03460	AT2G03460	OG0003961
gene-AT2G03470	Athal_NC_003071.7:1045446-1047744	AT2G03470	AT2G03470	OG0001876
gene-AT2G03480	Athal_NC_003071.7:1050747-1054613	AT2G03480	QUL2	OG0005270
gene-AT2G03500	Athal_NC_003071.7:1059545-1062679	AT2G03500	AT2G03500	OG0008002
gene-AT2G03505	Athal_NC_003071.7:1063943-1065463	AT2G03505	AT2G03505	OG0000871
gene-AT2G03510	Athal_NC_003071.7:1066578-1069186	AT2G03510	AT2G03510	OG0010279
gene-AT2G03520	Athal_NC_003071.7:1069491-1071421	AT2G03520	UPS4	OG0001596
gene-AT2G03530	Athal_NC_003071.7:1071509-1074016	AT2G03530	UPS2	OG0001596
gene-AT2G03550	Athal_NC_003071.7:1076863-1078348	AT2G03550	AT2G03550	OG0000210
gene-AT2G03560	Athal_NC_003071.7:1079639-1080826	AT2G03560	AT2G03560	OG0000084
gene-AT2G03570	Athal_NC_003071.7:1085560-1085988	AT2G03570	AT2G03570	OG0024577
gene-AT2G03580	Athal_NC_003071.7:1093264-1094481	AT2G03580	AT2G03580	OG0000084
gene-AT2G03590	Athal_NC_003071.7:1094702-1096976	AT2G03590	UPS1	OG0001596
gene-AT2G03600	Athal_NC_003071.7:1096984-1098826	AT2G03600	UPS3	OG0001596
gene-AT2G03610	Athal_NC_003071.7:1099070-1100202	AT2G03610	AT2G03610	OG0000084
gene-AT2G03620	Athal_NC_003071.7:1100340-1103495	AT2G03620	MGT3	OG0010278
gene-AT2G03630	Athal_NC_003071.7:1103205-1104392	AT2G03630	AT2G03630	OG0002488
gene-AT2G03640	Athal_NC_003071.7:1104307-1106905	AT2G03640	AT2G03640	OG0010277
gene-AT2G03667	Athal_NC_003071.7:1114127-1117477	AT2G03667	AT2G03667	OG0011571
gene-AT2G03670	Athal_NC_003071.7:1117485-1120458	AT2G03670	CDC48B	OG0009047
gene-AT2G03680	Athal_NC_003071.7:1120787-1122055	AT2G03680	SPR1	OG0018224
gene-AT2G03690	Athal_NC_003071.7:1121900-1123267	AT2G03690	AT2G03690	OG0005851
gene-AT2G03710	Athal_NC_003071.7:1129229-1131836	AT2G03710	SEP4	OG0018223
gene-AT2G03720	Athal_NC_003071.7:1132120-1133379	AT2G03720	MRH6	OG0001739
gene-AT2G03730	Athal_NC_003071.7:1137572-1140204	AT2G03730	ACR5	OG0004794
gene-AT2G03740	Athal_NC_003071.7:1142725-1143988	AT2G03740	AT2G03740	OG0014701
gene-AT2G03750	Athal_NC_003071.7:1147774-1149261	AT2G03750	AT2G03750	OG0000088
gene-AT2G03760	Athal_NC_003071.7:1149295-1150663	AT2G03760	SOT12	OG0000088
gene-AT2G03770	Athal_NC_003071.7:1150871-1152044	AT2G03770	AT2G03770	OG0000088
gene-AT2G03780	Athal_NC_003071.7:1152446-1154322	AT2G03780	AT2G03780	OG0011569
gene-AT2G03800	Athal_NC_003071.7:1156593-1159138	AT2G03800	GEK1	OG0007136
gene-AT2G03810	Athal_NC_003071.7:1160947-1164657	AT2G03810	AT2G03810	OG0003385
gene-AT2G03820	Athal_NC_003071.7:1164843-1167115	AT2G03820	NMD3	OG0003960
gene-AT2G03830	Athal_NC_003071.7:1171136-1172427	AT2G03830	RGF8	OG0015477
gene-AT2G03840	Athal_NC_003071.7:1173092-1174176	AT2G03840	TET13	OG0018222
gene-AT2G03850	Athal_NC_003071.7:1175581-1176802	AT2G03850	AT2G03850	OG0014701
gene-AT2G03870	Athal_NC_003071.7:1179971-1181512	AT2G03870	EMB2816	OG0010276
gene-AT2G03880	Athal_NC_003071.7:1181512-1183703	AT2G03880	REME1	OG0008001
gene-AT2G03890	Athal_NC_003071.7:1185458-1188681	AT2G03890	PI4K	OG0001235
gene-AT2G03913	Athal_NC_003071.7:1197840-1198285	AT2G03913	AT2G03913	OG0014882
gene-AT2G03930	Athal_NC_003071.7:1204920-1206249	AT2G03930	AT2G03930	OG0024190
gene-AT2G03932	Athal_NC_003071.7:1213233-1213650	AT2G03932	AT2G03932	OG0014882
gene-AT2G03931	Athal_NC_003071.7:1214428-1214843	AT2G03931	AT2G03931	OG0014882
gene-AT2G03933	Athal_NC_003071.7:1217531-1218043	AT2G03933	AT2G03933	OG0014882
gene-AT2G03936	Athal_NC_003071.7:1221111-1221522	AT2G03936	AT2G03936	OG0014882
gene-AT2G03937	Athal_NC_003071.7:1224349-1224850	AT2G03937	AT2G03937	OG0014882
gene-AT2G03955	Athal_NC_003071.7:1238630-1239163	AT2G03955	AT2G03955	OG0014882
gene-AT2G03965	Athal_NC_003071.7:1251510-1252989	AT2G03965	AT2G03965	OG0024578
gene-AT2G03980	Athal_NC_003071.7:1259058-1262624	AT2G03980	AT2G03980	OG0014180
gene-AT2G04020	Athal_NC_003071.7:1274427-1275916	AT2G04020	AT2G04020	OG0014180
gene-AT2G04025	Athal_NC_003071.7:1276683-1277761	AT2G04025	RGF3	OG0014700
gene-AT2G04030	Athal_NC_003071.7:1281754-1286144	AT2G04030	CR88	OG0007999
gene-AT2G04032	Athal_NC_003071.7:1289832-1291444	AT2G04032	ZIP7	OG0000711
gene-AT2G04034	Athal_NC_003071.7:1297046-1297550	AT2G04034	AT2G04034	OG0021375
gene-AT2G04031	Athal_NC_003071.7:1304160-1304783	AT2G04031	AT2G04031	OG0003092
gene-AT2G04037	Athal_NC_003071.7:1305560-1306148	AT2G04037	AT2G04037	OG0003092
gene-AT2G04041	Athal_NC_003071.7:1307981-1308544	AT2G04041	AT2G04041	OG0003092
gene-AT2G04045	Athal_NC_003071.7:1314745-1315302	AT2G04045	AT2G04045	NA
gene-AT2G04046	Athal_NC_003071.7:1315860-1316351	AT2G04046	AT2G04046	OG0019376
gene-AT2G04038	Athal_NC_003071.7:1331919-1332419	AT2G04038	bZIP48	OG0018765
gene-AT2G04039	Athal_NC_003071.7:1333133-1334566	AT2G04039	AT2G04039	OG0009121
gene-AT2G04040	Athal_NC_003071.7:1334270-1336550	AT2G04040	DTX1	OG0002329
gene-AT2G04050	Athal_NC_003071.7:1337180-1339468	AT2G04050	AT2G04050	OG0002329
gene-AT2G04060	Athal_NC_003071.7:1342137-1345164	AT2G04060	AT2G04060	OG0006778
gene-AT2G04062	Athal_NC_003071.7:1345177-1346266	AT2G04062	AT2G04062	OG0010734
gene-AT2G04066	Athal_NC_003071.7:1352887-1353517	AT2G04066	AT2G04066	OG0002329
gene-AT2G04070	Athal_NC_003071.7:1353755-1355883	AT2G04070	AT2G04070	OG0002329
gene-AT2G04080	Athal_NC_003071.7:1357156-1359403	AT2G04080	AT2G04080	OG0002329
gene-AT2G04090	Athal_NC_003071.7:1362380-1364788	AT2G04090	AT2G04090	OG0002329
gene-AT2G04100	Athal_NC_003071.7:1376694-1379130	AT2G04100	AT2G04100	OG0002329
gene-AT2G04115	Athal_NC_003071.7:1385438-1386071	AT2G04115	AT2G04115	OG0021376
gene-AT2G04160	Athal_NC_003071.7:1401268-1407827	AT2G04160	AIR3	OG0001195
gene-AT2G04170	Athal_NC_003071.7:1417178-1419588	AT2G04170	AT2G04170	OG0000053
gene-AT2G04190	Athal_NC_003071.7:1427321-1430406	AT2G04190	AT2G04190	OG0000053
gene-AT2G04220	Athal_NC_003071.7:1445085-1446507	AT2G04220	AT2G04220	OG0002728
gene-AT2G04230	Athal_NC_003071.7:1446795-1449100	AT2G04230	AT2G04230	OG0000016
gene-AT2G04235	Athal_NC_003071.7:1449288-1455314	AT2G04235	AT2G04235	OG0009304
gene-AT2G04240	Athal_NC_003071.7:1461548-1462944	AT2G04240	XERICO	OG0010531
gene-AT2G04270	Athal_NC_003071.7:1474736-1480586	AT2G04270	RNEE/G	OG0010530
gene-AT2G04280	Athal_NC_003071.7:1480068-1482089	AT2G04280	AT2G04280	OG0007318
gene-AT2G04300	Athal_NC_003071.7:1493009-1497016	AT2G04300	AT2G04300	OG0000014
gene-AT2G04305	Athal_NC_003071.7:1501372-1503827	AT2G04305	AT2G04305	OG0009303
gene-AT2G04340	Athal_NC_003071.7:1513490-1515594	AT2G04340	AT2G04340	OG0008234
gene-AT2G04350	Athal_NC_003071.7:1515634-1519308	AT2G04350	LACS8	OG0010529
gene-AT2G04360	Athal_NC_003071.7:1519339-1521123	AT2G04360	AT2G04360	OG0011823
gene-AT2G04378	Athal_NC_003071.7:1525331-1526875	AT2G04378	AT2G04378	OG0013666
gene-AT2G04390	Athal_NC_003071.7:1526889-1528577	AT2G04390	AT2G04390	OG0002682
gene-AT2G04395	Athal_NC_003071.7:1528927-1529995	AT2G04395	AT2G04395	OG0005401
gene-AT2G04400	Athal_NC_003071.7:1531148-1533737	AT2G04400	AT2G04400	OG0006601
gene-AT2G04410	Athal_NC_003071.7:1533697-1535118	AT2G04410	AT2G04410	OG0000517
gene-AT2G04420	Athal_NC_003071.7:1535489-1536250	AT2G04420	AT2G04420	OG0000750
gene-AT2G04425	Athal_NC_003071.7:1536975-1537504	AT2G04425	LCR82	OG0024579
gene-AT2G04430	Athal_NC_003071.7:1538472-1541375	AT2G04430	NUDT5	OG0016982
gene-AT2G04440	Athal_NC_003071.7:1541511-1542729	AT2G04440	AT2G04440	OG0016981
gene-AT2G04450	Athal_NC_003071.7:1543320-1545535	AT2G04450	NUDT6	OG0016981
gene-AT2G04480	Athal_NC_003071.7:1554083-1555514	AT2G04480	AT2G04480	OG0004924
gene-AT2G04495	Athal_NC_003071.7:1564056-1565137	AT2G04495	AT2G04495	OG0016980
gene-AT2G04500	Athal_NC_003071.7:1568279-1570271	AT2G04500	AT2G04500	OG0012372
gene-AT2G04515	Athal_NC_003071.7:1573637-1574508	AT2G04515	AT2G04515	OG0016980
gene-AT2G04520	Athal_NC_003071.7:1574562-1575960	AT2G04520	AT2G04520	OG0002699
gene-AT2G04530	Athal_NC_003071.7:1576694-1578962	AT2G04530	CPZ	OG0013003
gene-AT2G04540	Athal_NC_003071.7:1581376-1584702	AT2G04540	AT2G04540	OG0011822
gene-AT2G04550	Athal_NC_003071.7:1588193-1590166	AT2G04550	IBR5	OG0008233
gene-AT2G04560	Athal_NC_003071.7:1590182-1592703	AT2G04560	LpxB	OG0010312
gene-AT2G04570	Athal_NC_003071.7:1594588-1596372	AT2G04570	AT2G04570	OG0000954
gene-AT2G04620	Athal_NC_003071.7:1610506-1612960	AT2G04620	AT2G04620	OG0011821
gene-AT2G04622	Athal_NC_003071.7:1613686-1614019	AT2G04622	AT2G04622	OG0014397
gene-AT2G04630	Athal_NC_003071.7:1618791-1620379	AT2G04630	NRPB6B	OG0004923
gene-AT2G04650	Athal_NC_003071.7:1621749-1624647	AT2G04650	AT2G04650	OG0004922
gene-AT2G04660	Athal_NC_003071.7:1624630-1629259	AT2G04660	APC2	OG0007316
gene-AT2G04680	Athal_NC_003071.7:1640058-1642209	AT2G04680	AT2G04680	OG0000028
gene-AT2G04690	Athal_NC_003071.7:1644456-1646443	AT2G04690	AT2G04690	OG0010528
gene-AT2G04700	Athal_NC_003071.7:1646807-1649037	AT2G04700	AT2G04700	OG0011820
gene-AT2G04740	Athal_NC_003071.7:1656982-1659710	AT2G04740	AT2G04740	OG0011819
gene-AT2G04750	Athal_NC_003071.7:1659762-1662748	AT2G04750	AT2G04750	OG0000650
gene-AT2G04780	Athal_NC_003071.7:1676717-1678455	AT2G04780	FLA7	OG0006600
gene-AT2G04790	Athal_NC_003071.7:1679307-1680543	AT2G04790	AT2G04790	OG0013002
gene-AT2G04795	Athal_NC_003071.7:1682856-1683614	AT2G04795	AT2G04795	OG0003753
gene-AT2G04800	Athal_NC_003071.7:1687173-1687939	AT2G04800	AT2G04800	OG0024134
gene-AT2G04810	Athal_NC_003071.7:1688773-1689966	AT2G04810	AT2G04810	OG0016024
gene-AT2G04830	Athal_NC_003071.7:1695355-1695856	AT2G04830	AT2G04830	OG0016024
gene-AT2G04840	Athal_NC_003071.7:1697009-1698240	AT2G04840	AT2G04840	OG0016024
gene-AT2G04842	Athal_NC_003071.7:1697902-1701426	AT2G04842	EMB2761	OG0010527
gene-AT2G04845	Athal_NC_003071.7:1702201-1704045	AT2G04845	AT2G04845	OG0011818
gene-AT2G04850	Athal_NC_003071.7:1704111-1705778	AT2G04850	AT2G04850	OG0009301
gene-AT2G04860	Athal_NC_003071.7:1706787-1708926	AT2G04860	AT2G04860	OG0013682
gene-AT2G04865	Athal_NC_003071.7:1711596-1715007	AT2G04865	AT2G04865	OG0001793
gene-AT2G04870	Athal_NC_003071.7:1716168-1716386	AT2G04870	AT2G04870	NA
gene-AT2G04880	Athal_NC_003071.7:1717833-1720526	AT2G04880	ZAP1	OG0009300
gene-AT2G04890	Athal_NC_003071.7:1720361-1722604	AT2G04890	SCL21	OG0001621
gene-AT2G04900	Athal_NC_003071.7:1722481-1723976	AT2G04900	AT2G04900	OG0010526
gene-AT2G04910	Athal_NC_003071.7:1723939-1724354	AT2G04910	AT2G04910	OG0000834
gene-AT2G04920	Athal_NC_003071.7:1726138-1727268	AT2G04920	AT2G04920	OG0000313
gene-AT2G04925	Athal_NC_003071.7:1729666-1730190	AT2G04925	AT2G04925	OG0021375
gene-AT2G04930	Athal_NC_003071.7:1733638-1734471	AT2G04930	AT2G04930	OG0001877
gene-AT2G04940	Athal_NC_003071.7:1735963-1740568	AT2G04940	AT2G04940	OG0010525
gene-AT2G05050	Athal_NC_003071.7:1794035-1795084	AT2G05050	AT2G05050	OG0021377
gene-AT2G05060	Athal_NC_003071.7:1798155-1799102	AT2G05060	AT2G05060	OG0008232
gene-AT2G05070	Athal_NC_003071.7:1799234-1800472	AT2G05070	LHCB2.2	OG0000314
gene-AT2G05117	Athal_NC_003071.7:1838592-1839014	AT2G05117	SCRL9	OG0018408
gene-AT2G05120	Athal_NC_003071.7:1841876-1846949	AT2G05120	AT2G05120	OG0010524
gene-AT2G05140	Athal_NC_003071.7:1853935-1854903	AT2G05140	AT2G05140	OG0006585
gene-AT2G05160	Athal_NC_003071.7:1858543-1862064	AT2G05160	AT2G05160	OG0004058
gene-AT2G05170	Athal_NC_003071.7:1869853-1873997	AT2G05170	VPS11	OG0010523
gene-AT2G05180	Athal_NC_003071.7:1875390-1876794	AT2G05180	CYP705A6	OG0000195
gene-AT2G05185	Athal_NC_003071.7:1876899-1878322	AT2G05185	AT2G05185	OG0024580
gene-AT2G05210	Athal_NC_003071.7:1890684-1894514	AT2G05210	AtPOT1a	OG0005401
gene-AT2G05220	Athal_NC_003071.7:1894349-1896050	AT2G05220	AT2G05220	OG0002682
gene-AT2G05230	Athal_NC_003071.7:1899468-1902825	AT2G05230	AT2G05230	OG0003752
gene-AT2G05250	Athal_NC_003071.7:1913291-1916657	AT2G05250	AT2G05250	OG0003752
gene-AT2G05260	Athal_NC_003071.7:1918273-1920042	AT2G05260	AT2G05260	OG0001891
gene-AT2G05310	Athal_NC_003071.7:1933166-1934298	AT2G05310	AT2G05310	OG0010522
gene-AT2G05320	Athal_NC_003071.7:1935540-1937464	AT2G05320	AT2G05320	OG0009299
gene-AT2G05330	Athal_NC_003071.7:1938572-1939497	AT2G05330	AT2G05330	OG0024131
gene-AT2G05335	Athal_NC_003071.7:1942520-1943101	AT2G05335	SCRL15	OG0024581
gene-AT2G05350	Athal_NC_003071.7:1949614-1954740	AT2G05350	AT2G05350	OG0018493
gene-AT2G05360	Athal_NC_003071.7:1956115-1959303	AT2G05360	AT2G05360	OG0001223
gene-AT2G05370	Athal_NC_003071.7:1960415-1961840	AT2G05370	AT2G05370	OG0016197
gene-AT2G05380	Athal_NC_003071.7:1966610-1968142	AT2G05380	GRP3S	OG0005417
gene-AT2G05400	Athal_NC_003071.7:1974886-1976570	AT2G05400	AT2G05400	OG0000126
gene-AT2G05410	Athal_NC_003071.7:1976918-1978553	AT2G05410	AT2G05410	OG0000126
gene-AT2G05420	Athal_NC_003071.7:1983901-1985449	AT2G05420	AT2G05420	OG0000126
gene-AT2G05430	Athal_NC_003071.7:1985751-1987266	AT2G05430	AT2G05430	OG0018491
gene-AT2G05440	Athal_NC_003071.7:1993038-1994166	AT2G05440	GRP9	OG0014398
gene-AT2G05510	Athal_NC_003071.7:2015624-2016772	AT2G05510	AT2G05510	OG0014398
gene-AT2G05520	Athal_NC_003071.7:2025991-2027283	AT2G05520	GRP-3	OG0005417
gene-AT2G05530	Athal_NC_003071.7:2029687-2030544	AT2G05530	AT2G05530	OG0005417
gene-AT2G05540	Athal_NC_003071.7:2033154-2034283	AT2G05540	AT2G05540	NA
gene-AT2G05580	Athal_NC_003071.7:2055519-2056745	AT2G05580	AT2G05580	OG0021378
gene-AT2G05590	Athal_NC_003071.7:2067061-2069255	AT2G05590	AT2G05590	OG0010831
gene-AT2G05600	Athal_NC_003071.7:2072646-2073547	AT2G05600	AT2G05600	OG0015331
gene-AT2G05620	Athal_NC_003071.7:2080647-2081859	AT2G05620	PGR5	OG0007527
gene-AT2G05630	Athal_NC_003071.7:2082894-2084905	AT2G05630	ATG8D	OG0000351
gene-AT2G05632	Athal_NC_003071.7:2087145-2088183	AT2G05632	AT2G05632	OG0024480
gene-AT2G05635	Athal_NC_003071.7:2089484-2091016	AT2G05635	AT2G05635	OG0004434
gene-AT2G05642	Athal_NC_003071.7:2098087-2101167	AT2G05642	AT2G05642	OG0016043
gene-AT2G05645	Athal_NC_003071.7:2101497-2102111	AT2G05645	AT2G05645	OG0018422
gene-AT2G05710	Athal_NC_003071.7:2141329-2146678	AT2G05710	ACO3	OG0001073
gene-AT2G05720	Athal_NC_003071.7:2147192-2148215	AT2G05720	AT2G05720	OG0008074
gene-AT2G05752	Athal_NC_003071.7:2169305-2170528	AT2G05752	AT2G05752	NA
gene-AT2G05755	Athal_NC_003071.7:2170760-2173943	AT2G05755	AT2G05755	OG0013102
gene-AT2G05760	Athal_NC_003071.7:2180755-2183904	AT2G05760	AT2G05760	OG0002243
gene-AT2G05786	Athal_NC_003071.7:2198271-2198405	AT2G05786	AT2G05786	NA
gene-AT2G05790	Athal_NC_003071.7:2199151-2201603	AT2G05790	AT2G05790	OG0001928
gene-AT2G05810	Athal_NC_003071.7:2213960-2217159	AT2G05810	AT2G05810	OG0013101
gene-AT2G05830	Athal_NC_003071.7:2229539-2232149	AT2G05830	AT2G05830	OG0012065
gene-AT2G05840	Athal_NC_003071.7:2234019-2236470	AT2G05840	PAA2	OG0005029
gene-AT2G05850	Athal_NC_003071.7:2242545-2244851	AT2G05850	scpl38	OG0000869
gene-AT2G05900	Athal_NC_003071.7:2256970-2257908	AT2G05900	SDG11	OG0021134
gene-AT2G05910	Athal_NC_003071.7:2258281-2259633	AT2G05910	AT2G05910	OG0005568
gene-AT2G05915	Athal_NC_003071.7:2263816-2264265	AT2G05915	AT2G05915	NA
gene-AT2G05920	Athal_NC_003071.7:2269315-2272452	AT2G05920	AT2G05920	OG0005028
gene-AT2G05940	Athal_NC_003071.7:2287238-2289636	AT2G05940	RIPK	OG0000917
gene-AT2G05970	Athal_NC_003071.7:2308651-2309784	AT2G05970	AT2G05970	OG0000084
gene-AT2G05990	Athal_NC_003071.7:2322215-2325197	AT2G05990	MOD1	OG0003538
gene-AT2G06000	Athal_NC_003071.7:2327253-2329873	AT2G06000	AT2G06000	OG0010749
gene-AT2G06005	Athal_NC_003071.7:2332317-2336183	AT2G06005	FIP1	OG0006123
gene-AT2G06010	Athal_NC_003071.7:2336702-2338902	AT2G06010	ORG4	OG0005027
gene-AT2G06020	Athal_NC_003071.7:2342535-2346207	AT2G06020	AT2G06020	OG0021379
gene-AT2G06025	Athal_NC_003071.7:2348059-2352174	AT2G06025	AT2G06025	OG0008426
gene-AT2G06040	Athal_NC_003071.7:2352145-2355597	AT2G06040	AT2G06040	OG0004593
gene-AT2G06050	Athal_NC_003071.7:2359114-2362375	AT2G06050	OPR3	OG0002242
gene-AT2G06090	Athal_NC_003071.7:2371573-2372050	AT2G06090	AT2G06090	OG0019377
gene-AT2G06105	Athal_NC_003071.7:2395013-2398395	AT2G06105	AT2G06105	OG0000663
gene-AT2G06166	Athal_NC_003071.7:2411005-2411656	AT2G06166	AT2G06166	OG0016198
gene-AT2G06200	Athal_NC_003071.7:2426176-2427323	AT2G06200	GRF6	OG0002082
gene-AT2G06210	Athal_NC_003071.7:2428903-2436687	AT2G06210	ELF8	OG0010748
gene-AT2G06255	Athal_NC_003071.7:2457573-2459940	AT2G06255	ELF4-L3	OG0003242
gene-AT2G06265	Athal_NC_003071.7:2529780-2530255	AT2G06265	AT2G06265	OG0008186
gene-AT2G06420	Athal_NC_003071.7:2538743-2540365	AT2G06420	AT2G06420	OG0008668
gene-AT2G06425	Athal_NC_003071.7:2571928-2572743	AT2G06425	AT2G06425	OG0000263
gene-AT2G06500	Athal_NC_003071.7:2580718-2583223	AT2G06500	AT2G06500	OG0000153
gene-AT2G06510	Athal_NC_003071.7:2584984-2587686	AT2G06510	RPA1A	OG0002506
gene-AT2G06520	Athal_NC_003071.7:2587729-2588448	AT2G06520	PSBX	OG0005026
gene-AT2G06530	Athal_NC_003071.7:2588523-2590531	AT2G06530	VPS2.1	OG0005567
gene-AT2G06541	Athal_NC_003071.7:2598222-2600326	AT2G06541	AT2G06541	OG0000054
gene-AT2G06555	Athal_NC_003071.7:2604148-2604927	AT2G06555	AT2G06555	OG0000103
gene-AT2G06565	Athal_NC_003071.7:2621756-2622063	AT2G06565	AT2G06565	OG0000700
gene-AT2G06570	Athal_NC_003071.7:2622603-2624902	AT2G06570	AT2G06570	OG0024582
gene-AT2G06645	Athal_NC_003071.7:2647991-2649647	AT2G06645	AT2G06645	OG0024582
